Project,Condition,Package,Version,PrivateAssets,IncludeAssets,ExcludeAssets
src/DbSqlLikeMem.Dapper.TestTools/DbSqlLikeMem.Dapper.TestTools.csproj,'$(TargetFramework)' == 'net48',Dapper,2.1.35,,,
src/DbSqlLikeMem.Dapper.TestTools/DbSqlLikeMem.Dapper.TestTools.csproj,'$(TargetFramework)' == 'net48',Microsoft.NET.Test.Sdk,17.13.0,,,
src/DbSqlLikeMem.Dapper.TestTools/DbSqlLikeMem.Dapper.TestTools.csproj,'$(TargetFramework)' == 'net48',xunit,2.9.3,,,
src/DbSqlLikeMem.Dapper.TestTools/DbSqlLikeMem.Dapper.TestTools.csproj,'$(TargetFramework)' == 'net48',xunit.runner.visualstudio,3.1.5,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.Dapper.TestTools/DbSqlLikeMem.Dapper.TestTools.csproj,'$(TargetFramework)' == 'netstandard2.1',Microsoft.NET.Test.Sdk,17.13.0,,,
src/DbSqlLikeMem.Dapper.TestTools/DbSqlLikeMem.Dapper.TestTools.csproj,'$(TargetFramework)' == 'netstandard2.1',xunit,2.9.3,,,
src/DbSqlLikeMem.Dapper.TestTools/DbSqlLikeMem.Dapper.TestTools.csproj,'$(TargetFramework)' == 'netstandard2.1',xunit.abstractions,2.0.3,,,
src/DbSqlLikeMem.Dapper.TestTools/DbSqlLikeMem.Dapper.TestTools.csproj,'$(TargetFramework)' == 'netstandard2.1',xunit.runner.visualstudio,2.1.0,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.Dapper.TestTools/DbSqlLikeMem.Dapper.TestTools.csproj,'$(TargetFramework)' == 'net6.0',Dapper,2.1.35,,,
src/DbSqlLikeMem.Dapper.TestTools/DbSqlLikeMem.Dapper.TestTools.csproj,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0,,,
src/DbSqlLikeMem.Dapper.TestTools/DbSqlLikeMem.Dapper.TestTools.csproj,'$(TargetFramework)' == 'net6.0',xunit,2.9.3,,,
src/DbSqlLikeMem.Dapper.TestTools/DbSqlLikeMem.Dapper.TestTools.csproj,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.Dapper.TestTools/DbSqlLikeMem.Dapper.TestTools.csproj,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Dapper,2.1.66,,,
src/DbSqlLikeMem.Dapper.TestTools/DbSqlLikeMem.Dapper.TestTools.csproj,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.NET.Test.Sdk,18.0.1,,,
src/DbSqlLikeMem.Dapper.TestTools/DbSqlLikeMem.Dapper.TestTools.csproj,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.v3,3.2.2,,,
src/DbSqlLikeMem.Dapper.TestTools/DbSqlLikeMem.Dapper.TestTools.csproj,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.v3.extensibility.core,3.2.2,,,
src/DbSqlLikeMem.Dapper.TestTools/DbSqlLikeMem.Dapper.TestTools.csproj,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.runner.visualstudio,3.1.5,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.Dapper.TestTools/DbSqlLikeMem.Dapper.TestTools.csproj,,FluentAssertions,8.8.0,,,
src/DbSqlLikeMem.Dapper.TestTools/DbSqlLikeMem.Dapper.TestTools.csproj,,FluentAssertions.Analyzers,0.34.1,,,
src/DbSqlLikeMem.Db2.Dapper.Test/DbSqlLikeMem.Db2.Dapper.Test.csproj,'$(TargetFramework)' == 'net48',Microsoft.NET.Test.Sdk,17.13.0,,,
src/DbSqlLikeMem.Db2.Dapper.Test/DbSqlLikeMem.Db2.Dapper.Test.csproj,'$(TargetFramework)' == 'net48',xunit.runner.visualstudio,3.1.5,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.Db2.Dapper.Test/DbSqlLikeMem.Db2.Dapper.Test.csproj,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0,,,
src/DbSqlLikeMem.Db2.Dapper.Test/DbSqlLikeMem.Db2.Dapper.Test.csproj,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.Db2.Dapper.Test/DbSqlLikeMem.Db2.Dapper.Test.csproj,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.NET.Test.Sdk,18.0.1,,,
src/DbSqlLikeMem.Db2.Dapper.Test/DbSqlLikeMem.Db2.Dapper.Test.csproj,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.runner.visualstudio,3.1.5,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.Db2.EfCore.Test/DbSqlLikeMem.Db2.EfCore.Test.csproj,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0,,,
src/DbSqlLikeMem.Db2.EfCore.Test/DbSqlLikeMem.Db2.EfCore.Test.csproj,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.Db2.EfCore.Test/DbSqlLikeMem.Db2.EfCore.Test.csproj,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.NET.Test.Sdk,18.0.1,,,
src/DbSqlLikeMem.Db2.EfCore.Test/DbSqlLikeMem.Db2.EfCore.Test.csproj,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.runner.visualstudio,3.1.5,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.Db2.LinqToDb.Test/DbSqlLikeMem.Db2.LinqToDb.Test.csproj,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0,,,
src/DbSqlLikeMem.Db2.LinqToDb.Test/DbSqlLikeMem.Db2.LinqToDb.Test.csproj,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.Db2.LinqToDb.Test/DbSqlLikeMem.Db2.LinqToDb.Test.csproj,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.NET.Test.Sdk,18.0.1,,,
src/DbSqlLikeMem.Db2.LinqToDb.Test/DbSqlLikeMem.Db2.LinqToDb.Test.csproj,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.runner.visualstudio,3.1.5,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.Db2.NHibernate.Test/DbSqlLikeMem.Db2.NHibernate.Test.csproj,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0,,,
src/DbSqlLikeMem.Db2.NHibernate.Test/DbSqlLikeMem.Db2.NHibernate.Test.csproj,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.Db2.NHibernate.Test/DbSqlLikeMem.Db2.NHibernate.Test.csproj,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.NET.Test.Sdk,18.0.1,,,
src/DbSqlLikeMem.Db2.NHibernate.Test/DbSqlLikeMem.Db2.NHibernate.Test.csproj,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.runner.visualstudio,3.1.5,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.Db2.NHibernate/DbSqlLikeMem.Db2.NHibernate.csproj,,NHibernate,5.6.0,,,
src/DbSqlLikeMem.Db2.Test/DbSqlLikeMem.Db2.Test.csproj,'$(TargetFramework)' == 'net48',Microsoft.NET.Test.Sdk,17.13.0,,,
src/DbSqlLikeMem.Db2.Test/DbSqlLikeMem.Db2.Test.csproj,'$(TargetFramework)' == 'net48',xunit.runner.visualstudio,3.1.5,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.Db2.Test/DbSqlLikeMem.Db2.Test.csproj,'$(TargetFramework)' == 'netstandard2.1',Microsoft.NET.Test.Sdk,17.13.0,,,
src/DbSqlLikeMem.Db2.Test/DbSqlLikeMem.Db2.Test.csproj,'$(TargetFramework)' == 'netstandard2.1',xunit.runner.visualstudio,2.1.0,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.Db2.Test/DbSqlLikeMem.Db2.Test.csproj,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0,,,
src/DbSqlLikeMem.Db2.Test/DbSqlLikeMem.Db2.Test.csproj,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.Db2.Test/DbSqlLikeMem.Db2.Test.csproj,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.NET.Test.Sdk,18.0.1,,,
src/DbSqlLikeMem.Db2.Test/DbSqlLikeMem.Db2.Test.csproj,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.runner.visualstudio,3.1.5,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.Db2/DbSqlLikeMem.Db2.csproj,'$(TargetFramework)' == 'net6.0',Net.IBM.Data.Db2,6.0.0.500,,,
src/DbSqlLikeMem.Db2/DbSqlLikeMem.Db2.csproj,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Net.IBM.Data.Db2,9.0.0.400,,,
src/DbSqlLikeMem.Db2ConsoleGenerator/DbSqlLikeMem.Db2ConsoleGenerator.csproj,,Dapper,2.1.66,,,
src/DbSqlLikeMem.Db2ConsoleGenerator/DbSqlLikeMem.Db2ConsoleGenerator.csproj,,Microsoft.Extensions.Configuration,10.0.3,,,
src/DbSqlLikeMem.Db2ConsoleGenerator/DbSqlLikeMem.Db2ConsoleGenerator.csproj,,Microsoft.Extensions.Configuration.Binder,10.0.3,,,
src/DbSqlLikeMem.Db2ConsoleGenerator/DbSqlLikeMem.Db2ConsoleGenerator.csproj,,Microsoft.Extensions.Configuration.FileExtensions,10.0.3,,,
src/DbSqlLikeMem.Db2ConsoleGenerator/DbSqlLikeMem.Db2ConsoleGenerator.csproj,,Microsoft.Extensions.Configuration.Json,10.0.3,,,
src/DbSqlLikeMem.EfCore.TestTools/DbSqlLikeMem.EfCore.TestTools.csproj,'$(TargetFramework)' == 'net48',Microsoft.NET.Test.Sdk,17.13.0,,,
src/DbSqlLikeMem.EfCore.TestTools/DbSqlLikeMem.EfCore.TestTools.csproj,'$(TargetFramework)' == 'net48',xunit,2.9.3,,,
src/DbSqlLikeMem.EfCore.TestTools/DbSqlLikeMem.EfCore.TestTools.csproj,'$(TargetFramework)' == 'net48',xunit.runner.visualstudio,3.1.5,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.EfCore.TestTools/DbSqlLikeMem.EfCore.TestTools.csproj,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0,,,
src/DbSqlLikeMem.EfCore.TestTools/DbSqlLikeMem.EfCore.TestTools.csproj,'$(TargetFramework)' == 'net6.0',xunit,2.9.3,,,
src/DbSqlLikeMem.EfCore.TestTools/DbSqlLikeMem.EfCore.TestTools.csproj,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.EfCore.TestTools/DbSqlLikeMem.EfCore.TestTools.csproj,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.NET.Test.Sdk,18.0.1,,,
src/DbSqlLikeMem.EfCore.TestTools/DbSqlLikeMem.EfCore.TestTools.csproj,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.v3,3.2.2,,,
src/DbSqlLikeMem.EfCore.TestTools/DbSqlLikeMem.EfCore.TestTools.csproj,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.runner.visualstudio,3.1.5,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.LinqToDb.TestTools/DbSqlLikeMem.LinqToDb.TestTools.csproj,'$(TargetFramework)' == 'net48',Microsoft.NET.Test.Sdk,17.13.0,,,
src/DbSqlLikeMem.LinqToDb.TestTools/DbSqlLikeMem.LinqToDb.TestTools.csproj,'$(TargetFramework)' == 'net48',xunit,2.9.3,,,
src/DbSqlLikeMem.LinqToDb.TestTools/DbSqlLikeMem.LinqToDb.TestTools.csproj,'$(TargetFramework)' == 'net48',xunit.runner.visualstudio,3.1.5,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.LinqToDb.TestTools/DbSqlLikeMem.LinqToDb.TestTools.csproj,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0,,,
src/DbSqlLikeMem.LinqToDb.TestTools/DbSqlLikeMem.LinqToDb.TestTools.csproj,'$(TargetFramework)' == 'net6.0',xunit,2.9.3,,,
src/DbSqlLikeMem.LinqToDb.TestTools/DbSqlLikeMem.LinqToDb.TestTools.csproj,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.LinqToDb.TestTools/DbSqlLikeMem.LinqToDb.TestTools.csproj,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.NET.Test.Sdk,18.0.1,,,
src/DbSqlLikeMem.LinqToDb.TestTools/DbSqlLikeMem.LinqToDb.TestTools.csproj,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.v3,3.2.2,,,
src/DbSqlLikeMem.LinqToDb.TestTools/DbSqlLikeMem.LinqToDb.TestTools.csproj,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.runner.visualstudio,3.1.5,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.MiniProfiler.TestTools/DbSqlLikeMem.MiniProfiler.TestTools.csproj,'$(TargetFramework)' == 'net48',Microsoft.NET.Test.Sdk,17.13.0,,,
src/DbSqlLikeMem.MiniProfiler.TestTools/DbSqlLikeMem.MiniProfiler.TestTools.csproj,'$(TargetFramework)' == 'net48',xunit,2.9.3,,,
src/DbSqlLikeMem.MiniProfiler.TestTools/DbSqlLikeMem.MiniProfiler.TestTools.csproj,'$(TargetFramework)' == 'net48',xunit.runner.visualstudio,3.1.5,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.MiniProfiler.TestTools/DbSqlLikeMem.MiniProfiler.TestTools.csproj,'$(TargetFramework)' == 'netstandard2.1',Microsoft.NET.Test.Sdk,17.13.0,,,
src/DbSqlLikeMem.MiniProfiler.TestTools/DbSqlLikeMem.MiniProfiler.TestTools.csproj,'$(TargetFramework)' == 'netstandard2.1',xunit,2.9.3,,,
src/DbSqlLikeMem.MiniProfiler.TestTools/DbSqlLikeMem.MiniProfiler.TestTools.csproj,'$(TargetFramework)' == 'netstandard2.1',xunit.abstractions,2.0.3,,,
src/DbSqlLikeMem.MiniProfiler.TestTools/DbSqlLikeMem.MiniProfiler.TestTools.csproj,'$(TargetFramework)' == 'netstandard2.1',xunit.runner.visualstudio,2.1.0,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.MiniProfiler.TestTools/DbSqlLikeMem.MiniProfiler.TestTools.csproj,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0,,,
src/DbSqlLikeMem.MiniProfiler.TestTools/DbSqlLikeMem.MiniProfiler.TestTools.csproj,'$(TargetFramework)' == 'net6.0',xunit,2.9.3,,,
src/DbSqlLikeMem.MiniProfiler.TestTools/DbSqlLikeMem.MiniProfiler.TestTools.csproj,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.MiniProfiler.TestTools/DbSqlLikeMem.MiniProfiler.TestTools.csproj,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.NET.Test.Sdk,18.0.1,,,
src/DbSqlLikeMem.MiniProfiler.TestTools/DbSqlLikeMem.MiniProfiler.TestTools.csproj,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.v3,3.2.2,,,
src/DbSqlLikeMem.MiniProfiler.TestTools/DbSqlLikeMem.MiniProfiler.TestTools.csproj,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.v3.extensibility.core,3.2.2,,,
src/DbSqlLikeMem.MiniProfiler.TestTools/DbSqlLikeMem.MiniProfiler.TestTools.csproj,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.runner.visualstudio,3.1.5,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.MiniProfiler.TestTools/DbSqlLikeMem.MiniProfiler.TestTools.csproj,,MiniProfiler.Providers.MySql,4.5.4,,,
src/DbSqlLikeMem.MiniProfiler.TestTools/DbSqlLikeMem.MiniProfiler.TestTools.csproj,,FluentAssertions,8.8.0,,,
src/DbSqlLikeMem.MiniProfiler.TestTools/DbSqlLikeMem.MiniProfiler.TestTools.csproj,,FluentAssertions.Analyzers,0.34.1,,,
src/DbSqlLikeMem.MySql.Dapper.Test/DbSqlLikeMem.MySql.Dapper.Test.csproj,'$(TargetFramework)' == 'net6.0',Dapper,2.1.35,,,
src/DbSqlLikeMem.MySql.Dapper.Test/DbSqlLikeMem.MySql.Dapper.Test.csproj,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Dapper,2.1.66,,,
src/DbSqlLikeMem.MySql.Dapper.Test/DbSqlLikeMem.MySql.Dapper.Test.csproj,'$(TargetFramework)' == 'net48',Dapper,2.1.35,,,
src/DbSqlLikeMem.MySql.Dapper.Test/DbSqlLikeMem.MySql.Dapper.Test.csproj,'$(TargetFramework)' == 'net48',Microsoft.NET.Test.Sdk,17.13.0,,,
src/DbSqlLikeMem.MySql.Dapper.Test/DbSqlLikeMem.MySql.Dapper.Test.csproj,'$(TargetFramework)' == 'net48',xunit.runner.visualstudio,3.1.5,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.MySql.Dapper.Test/DbSqlLikeMem.MySql.Dapper.Test.csproj,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0,,,
src/DbSqlLikeMem.MySql.Dapper.Test/DbSqlLikeMem.MySql.Dapper.Test.csproj,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.MySql.Dapper.Test/DbSqlLikeMem.MySql.Dapper.Test.csproj,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.NET.Test.Sdk,18.0.1,,,
src/DbSqlLikeMem.MySql.Dapper.Test/DbSqlLikeMem.MySql.Dapper.Test.csproj,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.runner.visualstudio,3.1.5,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.MySql.EfCore.Test/DbSqlLikeMem.MySql.EfCore.Test.csproj,'$(TargetFramework)' == 'net48',Microsoft.NET.Test.Sdk,17.13.0,,,
src/DbSqlLikeMem.MySql.EfCore.Test/DbSqlLikeMem.MySql.EfCore.Test.csproj,'$(TargetFramework)' == 'net48',xunit.runner.visualstudio,3.1.5,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.MySql.EfCore.Test/DbSqlLikeMem.MySql.EfCore.Test.csproj,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0,,,
src/DbSqlLikeMem.MySql.EfCore.Test/DbSqlLikeMem.MySql.EfCore.Test.csproj,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.MySql.EfCore.Test/DbSqlLikeMem.MySql.EfCore.Test.csproj,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.NET.Test.Sdk,18.0.1,,,
src/DbSqlLikeMem.MySql.EfCore.Test/DbSqlLikeMem.MySql.EfCore.Test.csproj,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.runner.visualstudio,3.1.5,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.MySql.LinqToDb.Test/DbSqlLikeMem.MySql.LinqToDb.Test.csproj,'$(TargetFramework)' == 'net48',Microsoft.NET.Test.Sdk,17.13.0,,,
src/DbSqlLikeMem.MySql.LinqToDb.Test/DbSqlLikeMem.MySql.LinqToDb.Test.csproj,'$(TargetFramework)' == 'net48',xunit.runner.visualstudio,3.1.5,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.MySql.LinqToDb.Test/DbSqlLikeMem.MySql.LinqToDb.Test.csproj,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0,,,
src/DbSqlLikeMem.MySql.LinqToDb.Test/DbSqlLikeMem.MySql.LinqToDb.Test.csproj,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.MySql.LinqToDb.Test/DbSqlLikeMem.MySql.LinqToDb.Test.csproj,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.NET.Test.Sdk,18.0.1,,,
src/DbSqlLikeMem.MySql.LinqToDb.Test/DbSqlLikeMem.MySql.LinqToDb.Test.csproj,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.runner.visualstudio,3.1.5,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.MySql.MiniProfiler.Test/DbSqlLikeMem.MySql.MiniProfiler.Test.csproj,'$(TargetFramework)' == 'net48',Microsoft.NET.Test.Sdk,17.13.0,,,
src/DbSqlLikeMem.MySql.MiniProfiler.Test/DbSqlLikeMem.MySql.MiniProfiler.Test.csproj,'$(TargetFramework)' == 'net48',xunit.runner.visualstudio,3.1.5,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.MySql.MiniProfiler.Test/DbSqlLikeMem.MySql.MiniProfiler.Test.csproj,'$(TargetFramework)' == 'netstandard2.1',Microsoft.NET.Test.Sdk,17.13.0,,,
src/DbSqlLikeMem.MySql.MiniProfiler.Test/DbSqlLikeMem.MySql.MiniProfiler.Test.csproj,'$(TargetFramework)' == 'netstandard2.1',xunit.runner.visualstudio,2.1.0,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.MySql.MiniProfiler.Test/DbSqlLikeMem.MySql.MiniProfiler.Test.csproj,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0,,,
src/DbSqlLikeMem.MySql.MiniProfiler.Test/DbSqlLikeMem.MySql.MiniProfiler.Test.csproj,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.MySql.MiniProfiler.Test/DbSqlLikeMem.MySql.MiniProfiler.Test.csproj,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.NET.Test.Sdk,18.0.1,,,
src/DbSqlLikeMem.MySql.MiniProfiler.Test/DbSqlLikeMem.MySql.MiniProfiler.Test.csproj,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.runner.visualstudio,3.1.5,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.MySql.MiniProfiler/DbSqlLikeMem.MySql.MiniProfiler.csproj,,MiniProfiler.Providers.MySql,4.5.4,,,
src/DbSqlLikeMem.MySql.NHibernate.Test/DbSqlLikeMem.MySql.NHibernate.Test.csproj,'$(TargetFramework)' == 'net48',Microsoft.NET.Test.Sdk,17.13.0,,,
src/DbSqlLikeMem.MySql.NHibernate.Test/DbSqlLikeMem.MySql.NHibernate.Test.csproj,'$(TargetFramework)' == 'net48',xunit.runner.visualstudio,3.1.5,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.MySql.NHibernate.Test/DbSqlLikeMem.MySql.NHibernate.Test.csproj,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0,,,
src/DbSqlLikeMem.MySql.NHibernate.Test/DbSqlLikeMem.MySql.NHibernate.Test.csproj,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.MySql.NHibernate.Test/DbSqlLikeMem.MySql.NHibernate.Test.csproj,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.NET.Test.Sdk,18.0.1,,,
src/DbSqlLikeMem.MySql.NHibernate.Test/DbSqlLikeMem.MySql.NHibernate.Test.csproj,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.runner.visualstudio,3.1.5,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.MySql.NHibernate/DbSqlLikeMem.MySql.NHibernate.csproj,,NHibernate,5.6.0,,,
src/DbSqlLikeMem.MySql.Test/DbSqlLikeMem.MySql.Test.csproj,'$(TargetFramework)' == 'net48',Microsoft.NET.Test.Sdk,17.13.0,,,
src/DbSqlLikeMem.MySql.Test/DbSqlLikeMem.MySql.Test.csproj,'$(TargetFramework)' == 'net48',xunit.runner.visualstudio,3.1.5,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.MySql.Test/DbSqlLikeMem.MySql.Test.csproj,'$(TargetFramework)' == 'netstandard2.1',Microsoft.NET.Test.Sdk,17.13.0,,,
src/DbSqlLikeMem.MySql.Test/DbSqlLikeMem.MySql.Test.csproj,'$(TargetFramework)' == 'netstandard2.1',xunit.runner.visualstudio,2.1.0,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.MySql.Test/DbSqlLikeMem.MySql.Test.csproj,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0,,,
src/DbSqlLikeMem.MySql.Test/DbSqlLikeMem.MySql.Test.csproj,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2,all,runtime; build; native; contentfiles; analyzers; buildtransitive,
src/DbSqlLikeMem.MySql.Test/DbSqlLikeMem.MySql.Test.csproj,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.NET.Test.Sdk,18.0.1,,,
